,loss,accuracy,val_loss,val_accuracy
0,0.819962739944458,0.6986649632453918,0.522114634513855,0.7397201061248779
1,0.5307649970054626,0.7375892400741577,0.5121911764144897,0.7415682077407837
2,0.5220971703529358,0.7381348609924316,0.5093196034431458,0.7438166737556458
3,0.5189516544342041,0.7388388514518738,0.5085861086845398,0.7419275641441345
4,0.51789391040802,0.7394329309463501,0.508520781993866,0.7423176765441895
5,0.5164074301719666,0.7392656803131104,0.5109996795654297,0.745212972164154
6,0.5158241987228394,0.7392700910568237,0.5091075301170349,0.7449254989624023
7,0.5149593949317932,0.7400225400924683,0.5083217024803162,0.7397303581237793
8,0.5143256783485413,0.7401765584945679,0.5081390142440796,0.7397406697273254
9,0.5138641595840454,0.7400049567222595,0.5086551308631897,0.744186282157898
10,0.5132376551628113,0.7413557767868042,0.5079521536827087,0.7414039373397827
11,0.51322340965271,0.7406033277511597,0.5086161494255066,0.7432725429534912
12,0.5131102204322815,0.7411490082740784,0.5081694722175598,0.7403156161308289
13,0.5126725435256958,0.7416946291923523,0.5082401037216187,0.7438166737556458
14,0.5125749111175537,0.741038978099823,0.5102864503860474,0.7460240721702576
15,0.5121152997016907,0.7411929965019226,0.5084611177444458,0.7380979061126709
16,0.5122198462486267,0.741500973701477,0.5078647136688232,0.7407262921333313
17,0.5123438239097595,0.7410785555839539,0.5088597536087036,0.7447612285614014
18,0.5118280053138733,0.7413073778152466,0.5082927942276001,0.7416503429412842
19,0.512383759021759,0.7403877377510071,0.5082008242607117,0.743426501750946
20,0.5117710828781128,0.7414129972457886,0.5083453059196472,0.7425846457481384
21,0.5118324160575867,0.7415186166763306,0.5084792375564575,0.7372457385063171
22,0.5117361545562744,0.7412722110748291,0.5089473128318787,0.7361574769020081
23,0.5115252733230591,0.7409773468971252,0.508943498134613,0.7449871301651001
24,0.5114928483963013,0.7417297959327698,0.5081781148910522,0.7430568933486938
25,0.511446475982666,0.741606593132019,0.5091480016708374,0.7366605401039124
26,0.5113716125488281,0.7412281632423401,0.5078547596931458,0.7409008145332336
27,0.5114491581916809,0.7417166233062744,0.5083189010620117,0.7432211637496948
28,0.5113782286643982,0.7417386174201965,0.5086086392402649,0.7385188937187195
29,0.5113829970359802,0.7415053844451904,0.5080319046974182,0.742697536945343
30,0.5111353993415833,0.7420114278793335,0.5087328553199768,0.7446996569633484
31,0.5108188390731812,0.7417958378791809,0.5081110596656799,0.7387447357177734
32,0.5109923481941223,0.7421302199363708,0.5105588436126709,0.7352026104927063
33,0.5110070705413818,0.7419233918190002,0.5094508528709412,0.7451308369636536
34,0.5109491944313049,0.7418529987335205,0.5109833478927612,0.7454183101654053
35,0.5106366872787476,0.7418838143348694,0.5085914134979248,0.7441143989562988
36,0.5107476115226746,0.7417033910751343,0.5081042051315308,0.7425743341445923
37,0.5108494162559509,0.7419894337654114,0.5078744888305664,0.7398843765258789
38,0.5110167264938354,0.7415801882743835,0.5101655721664429,0.7457674145698547
39,0.5109082460403442,0.7417253851890564,0.5080829858779907,0.7411267161369324
40,0.5105916261672974,0.7417826056480408,0.5091379880905151,0.7406030893325806
41,0.5109550952911377,0.742310643196106,0.508120596408844,0.7435600161552429
42,0.5107802748680115,0.7416858077049255,0.5090022087097168,0.7451719045639038
43,0.5107141733169556,0.7419894337654114,0.5091238617897034,0.7369480133056641
44,0.5108050107955933,0.7423810362815857,0.5106472373008728,0.7456339597702026
45,0.5107561349868774,0.74209064245224,0.5086120963096619,0.7439090609550476
46,0.5105143785476685,0.7420598268508911,0.5081557631492615,0.7392170429229736
47,0.5106229186058044,0.7417562007904053,0.5093547105789185,0.7456750273704529
48,0.5105793476104736,0.742447018623352,0.5078904628753662,0.7403361201286316
49,0.5105806589126587,0.7420554161071777,0.5083238482475281,0.7382519245147705
50,0.5105933547019958,0.7419410347938538,0.5104228854179382,0.7458906173706055
51,0.5105955600738525,0.7420862317085266,0.5085533857345581,0.7440733313560486
52,0.5107418298721313,0.742143452167511,0.5080358982086182,0.7426051497459412
53,0.5105578303337097,0.7419718503952026,0.5085358619689941,0.743857741355896
54,0.5104625821113586,0.7422710061073303,0.507849931716919,0.741178035736084
55,0.5104674100875854,0.7422226071357727,0.5092947483062744,0.7452335357666016
56,0.5103795528411865,0.741765022277832,0.5084488391876221,0.7442376017570496
57,0.5105263590812683,0.7414878010749817,0.5105283260345459,0.7457879185676575
58,0.5104395747184753,0.7419278025627136,0.5081364512443542,0.7423587441444397
