,loss,accuracy,val_loss,val_accuracy
0,0.6212173104286194,0.7239198088645935,0.512612521648407,0.7417149543762207
1,0.5167745351791382,0.7409710884094238,0.5111001133918762,0.7483809590339661
2,0.5147055387496948,0.7412495017051697,0.510212779045105,0.7472116947174072
3,0.5141233801841736,0.7409753799438477,0.5091493725776672,0.7450329661369324
4,0.5137685537338257,0.7414679527282715,0.5109314322471619,0.7294822931289673
5,0.5131096839904785,0.7412152290344238,0.5097233653068542,0.7429142594337463
6,0.5128860473632812,0.7418363094329834,0.5097056031227112,0.7368178963661194
7,0.5127025246620178,0.7418534159660339,0.5088701844215393,0.7438237071037292
8,0.5127431154251099,0.7411766648292542,0.5143193602561951,0.7476714253425598
9,0.5123310089111328,0.7417463064193726,0.5093659162521362,0.7467119693756104
10,0.5121086239814758,0.7419947385787964,0.509050190448761,0.7441235184669495
11,0.5121136903762817,0.7416906356811523,0.5089581608772278,0.7446631789207458
12,0.5120721459388733,0.741639256477356,0.5116820335388184,0.7487207651138306
13,0.511745035648346,0.7423117160797119,0.5108621716499329,0.7374275326728821
14,0.5116065740585327,0.7423630952835083,0.5092968940734863,0.7440035939216614
15,0.5113632082939148,0.7423160076141357,0.5094732046127319,0.746172308921814
16,0.5115724802017212,0.7422903180122375,0.5131455659866333,0.7286328077316284
17,0.5117065906524658,0.7418876886367798,0.5112513303756714,0.7483010292053223
18,0.5112510323524475,0.7426543831825256,0.5091943144798279,0.7441335320472717
19,0.5111538171768188,0.7420675754547119,0.5097018480300903,0.7436038255691528
20,0.5110801458358765,0.7423288226127625,0.5088281631469727,0.7451528906822205
21,0.5111041069030762,0.7425344586372375,0.5093637108802795,0.7466020584106445
22,0.5112445950508118,0.7422688603401184,0.5091075301170349,0.7464421391487122
23,0.511050283908844,0.7419604659080505,0.508635401725769,0.7432540655136108
24,0.5113095641136169,0.7422046065330505,0.50911545753479,0.7385968565940857
25,0.5109909176826477,0.742371678352356,0.5090129375457764,0.7459324598312378
26,0.5114105343818665,0.7423802614212036,0.5085949897766113,0.7431840896606445
27,0.511023998260498,0.7422217726707458,0.5103226900100708,0.7478312849998474
28,0.5110422968864441,0.7421189546585083,0.5093189477920532,0.7455027103424072
29,0.5108867287635803,0.7423502802848816,0.5090042948722839,0.7382470369338989
30,0.5109938383102417,0.7419347763061523,0.5092849135398865,0.7472516298294067
31,0.5109487771987915,0.7425601482391357,0.5086963772773743,0.7428243160247803
32,0.5109350681304932,0.7418791055679321,0.5098250508308411,0.7440435886383057
33,0.5108089447021484,0.7423416972160339,0.5094546675682068,0.7374175786972046
34,0.5107026696205139,0.7423416972160339,0.5103845000267029,0.7482710480690002
35,0.5108031630516052,0.7421146631240845,0.5089846253395081,0.7440935373306274
36,0.5107107162475586,0.7425044775009155,0.5094150304794312,0.7439935803413391
37,0.5107903480529785,0.7423288226127625,0.510134220123291,0.7352988123893738
38,0.5106943845748901,0.7430698275566101,0.5085985660552979,0.7416050434112549
39,0.510761559009552,0.7429413199424744,0.5087166428565979,0.7445432543754578
40,0.5107738375663757,0.7425344586372375,0.509945273399353,0.7406556010246277
41,0.5106473565101624,0.7426671981811523,0.5106807351112366,0.7476913928985596
42,0.510914146900177,0.7425172924995422,0.5094488859176636,0.7471817135810852
43,0.5107219219207764,0.7430055737495422,0.5092335343360901,0.737337589263916
44,0.5107779502868652,0.7422388792037964,0.5103421211242676,0.7336398363113403
45,0.510928750038147,0.7422817349433899,0.5093452334403992,0.7470717430114746
46,0.5106046199798584,0.7426072359085083,0.5088479518890381,0.7459424138069153
47,0.5108267068862915,0.7426372170448303,0.5089654922485352,0.7461522817611694
48,0.5107799768447876,0.7426244020462036,0.5093346238136292,0.7383869886398315
49,0.5104766488075256,0.7424487471580505,0.5085809826850891,0.7437137961387634
50,0.5105151534080505,0.742735743522644,0.5100560188293457,0.7478712797164917
51,0.5106056928634644,0.7430570125579834,0.5090394020080566,0.7431740760803223
52,0.5105651617050171,0.7426500916481018,0.5091779828071594,0.7462822198867798
53,0.510659396648407,0.742461621761322,0.508956789970398,0.7461223006248474
54,0.5105934143066406,0.7430441379547119,0.5103039741516113,0.7479012608528137
55,0.5105394124984741,0.743194043636322,0.5099802017211914,0.7384169697761536
56,0.5106498599052429,0.7427571415901184,0.5090462565422058,0.7437637448310852
57,0.5104685425758362,0.7429327964782715,0.5086947083473206,0.7448530793190002
58,0.5105921626091003,0.7426115274429321,0.5089082717895508,0.7390965223312378
59,0.5104530453681946,0.7428385615348816,0.5087319612503052,0.7415251135826111
60,0.5105974674224854,0.742645800113678,0.5089289546012878,0.7453327775001526
61,0.5106661319732666,0.7423459887504578,0.5087593197822571,0.7413251996040344
62,0.5105164051055908,0.742735743522644,0.5087807178497314,0.7436438202857971
63,0.5105303525924683,0.7426029443740845,0.50901198387146,0.7446032166481018
64,0.5105106830596924,0.7426415085792542,0.5088859796524048,0.7453727722167969
65,0.5105546116828918,0.7423673868179321,0.5093482732772827,0.7395562529563904
66,0.5104011297225952,0.7426372170448303,0.5086202621459961,0.7436438202857971
67,0.5105338096618652,0.7431640625,0.5088971257209778,0.7444433569908142
68,0.5104796290397644,0.7426800727844238,0.5092679262161255,0.744873046875
69,0.5103532075881958,0.7431254982948303,0.508662760257721,0.740785539150238
70,0.5103641152381897,0.7425858378410339,0.509097695350647,0.7388966679573059
71,0.5106087327003479,0.7423887848854065,0.5087242722511292,0.745232880115509
72,0.5104979872703552,0.7425258755683899,0.5085948705673218,0.7444033622741699
73,0.5103914141654968,0.7427314519882202,0.5085701942443848,0.7439836263656616
74,0.5104716420173645,0.742431640625,0.5088542699813843,0.7448830604553223
75,0.5105279684066772,0.7427528500556946,0.5086634159088135,0.7422946095466614
76,0.5105214715003967,0.7426072359085083,0.5092942118644714,0.7469118237495422
77,0.510445773601532,0.7425386905670166,0.5085983276367188,0.7430441975593567
78,0.5103510022163391,0.7426415085792542,0.5093780159950256,0.7436838150024414
79,0.5102667808532715,0.7431640625,0.509095311164856,0.7428643107414246
80,0.5103864073753357,0.7427100539207458,0.5086730718612671,0.743843674659729
81,0.5104385614395142,0.7426543831825256,0.5092265009880066,0.7453627586364746
82,0.5102888941764832,0.7430869936943054,0.5091938972473145,0.7381271123886108
83,0.5104584097862244,0.7425515651702881,0.5087949633598328,0.740785539150238
84,0.5103960037231445,0.7429884672164917,0.5086449980735779,0.7445132732391357
85,0.5103594660758972,0.7429713010787964,0.5086430311203003,0.745142936706543
86,0.5104867815971375,0.7429285049438477,0.509627103805542,0.7359084486961365
87,0.5102970004081726,0.7425772547721863,0.5087755918502808,0.7416150569915771
88,0.5104662775993347,0.7422046065330505,0.509080708026886,0.7467519640922546
89,0.5104019641876221,0.7429584860801697,0.5091026425361633,0.7460823655128479
90,0.5104445219039917,0.7429670095443726,0.5092350840568542,0.7374375462532043
91,0.5104071497917175,0.7425644397735596,0.5088475942611694,0.7453128099441528
92,0.5103703141212463,0.7429713010787964,0.508682370185852,0.7447631359100342
93,0.5102960467338562,0.7428470849990845,0.5097808837890625,0.7461423277854919
94,0.5104755163192749,0.7424659132957458,0.5088211297988892,0.745552659034729
95,0.510391354560852,0.7425729632377625,0.5088714957237244,0.7392064929008484
96,0.5103994607925415,0.7426415085792542,0.5086907744407654,0.7447031736373901
97,0.5103166699409485,0.7431426644325256,0.5088702440261841,0.7422846555709839
98,0.5103299021720886,0.7426843643188477,0.5090426206588745,0.7388167381286621
99,0.5101643204689026,0.742949903011322,0.5086315274238586,0.7423945665359497
